CASE_ID,EVENT_ID,ACTIVITY,START_TIMESTAMP,END_TIMESTAMP,RECURSO,AGENTE
00e56b3efb827f29,39,PROACTIVE CLARIFICATION,2025-07-04 12:30:22.576747,2025-07-04 12:30:59.629977,cartoes_credito_outros_produtos,ai
00e56b3efb827f29,40,FINALIZATION WITH COMPLAINT,2025-07-04 12:30:59.629977,2025-07-04 12:33:19.296682,,human
00e56b3efb827f29,41,PROACTIVE CLARIFICATION,2025-07-04 12:33:19.296682,2025-07-04 12:33:49.986989,cartoes_credito_outros_produtos,ai
00e56b3efb827f29,42,RESPONSE WITH DISSATISFACTION,2025-07-04 12:33:49.986989,2025-07-04 12:35:57.381471,,human
00e56b3efb827f29,43,PROACTIVE CLARIFICATION,2025-07-04 12:35:57.381471,2025-07-04 12:36:34.612860,cartoes_credito_outros_produtos,ai
00e56b3efb827f29,44,FINALIZATION WITH COMPLAINT,2025-07-04 12:36:34.612860,2025-07-04 12:38:58.322036,,human
00e56b3efb827f29,45,PROACTIVE CLARIFICATION,2025-07-04 12:38:58.322036,2025-07-04 12:39:55.691648,cartoes_credito_outros_produtos,ai
00e56b3efb827f29,46,FINALIZATION WITH COMPLAINT,2025-07-04 12:39:55.691648,2025-07-04 12:42:00.515858,,human
00e56b3efb827f29,47,END-DIALOGUE-SYSTEM,2025-07-04 12:42:00.515858,2025-07-04 12:42:00.515858,,syst
01547dc1607efa9c,48,START-DIALOGUE-SYTEM,2025-07-03 20:50:52.518049,2025-07-03 20:50:52.518049,,syst
01547dc1607efa9c,49,CHATBOT INITIAL GREETING,2025-07-03 20:50:52.518049,2025-07-03 20:50:53.518049,,ai
01547dc1607efa9c,50,SOLUTION REJECTION,2025-07-03 20:50:53.518049,2025-07-03 20:52:41.395581,,human
01547dc1607efa9c,51,PROACTIVE CLARIFICATION,2025-07-03 20:52:41.395581,2025-07-03 20:53:21.761945,cartoes_credito_outros_produtos,ai
01547dc1607efa9c,52,RESPONSE WITH DISSATISFACTION,2025-07-03 20:53:21.761945,2025-07-03 20:54:58.743042,,human
01547dc1607efa9c,53,RESPONSE WITHOUT SOLUTION,2025-07-03 20:54:58.743042,2025-07-03 20:55:37.827136,cartoes_credito_outros_produtos,ai
01547dc1607efa9c,54,FINALIZATION WITH COMPLAINT,2025-07-03 20:55:37.827136,2025-07-03 20:57:15.411462,,human
01547dc1607efa9c,55,END-DIALOGUE-SYSTEM,2025-07-03 20:57:15.411462,2025-07-03 20:57:15.411462,,syst
01be6d0a62dfcfc6,56,START-DIALOGUE-SYTEM,2025-07-18 23:27:28.688341,2025-07-18 23:27:28.688341,,syst
01be6d0a62dfcfc6,57,CHATBOT INITIAL GREETING,2025-07-18 23:27:28.688341,2025-07-18 23:27:29.688341,,ai
01be6d0a62dfcfc6,58,STRESS DETECTION,2025-07-18 23:27:29.688341,2025-07-18 23:33:06.493817,,human
01be6d0a62dfcfc6,59,PROACTIVE CLARIFICATION,2025-07-18 23:33:06.493817,2025-07-18 23:33:54.368896,cartoes_credito_outros_produtos,ai
01be6d0a62dfcfc6,60,ALTERNATIVE CHANNEL REQUEST,2025-07-18 23:33:54.368896,2025-07-18 23:39:44.364467,,human
01be6d0a62dfcfc6,61,SOLUTION DELIVERY,2025-07-18 23:39:44.364467,2025-07-18 23:40:35.488104,cartoes_credito_outros_produtos,ai
01be6d0a62dfcfc6,62,STRESS DETECTION,2025-07-18 23:40:35.488104,2025-07-18 23:46:17.631447,,human
01be6d0a62dfcfc6,63,DATA RESPONSE,2025-07-18 23:46:17.631447,2025-07-18 23:47:19.982199,cartoes_credito_outros_produtos,ai
01be6d0a62dfcfc6,64,RESPONSE DOUBT,2025-07-18 23:47:19.982199,2025-07-18 23:53:22.884176,,human
01be6d0a62dfcfc6,65,SOLUTION DELIVERY,2025-07-18 23:53:22.884176,2025-07-18 23:54:22.400950,cartoes_credito_outros_produtos,ai
01be6d0a62dfcfc6,66,SPONTANEOUS THANK,2025-07-18 23:54:22.400950,2025-07-18 23:57:30.887073,,human
01be6d0a62dfcfc6,67,END-DIALOGUE-SYSTEM,2025-07-18 23:57:30.887073,2025-07-18 23:57:30.887073,,syst
01c2fd49f158fca1,68,START-DIALOGUE-SYTEM,2025-07-08 00:22:13.904205,2025-07-08 00:22:13.904205,,syst
01c2fd49f158fca1,69,CHATBOT INITIAL GREETING,2025-07-08 00:22:13.904205,2025-07-08 00:22:14.904205,,ai
01c2fd49f158fca1,70,INTENT EXPANSION,2025-07-08 00:22:14.904205,2025-07-08 00:32:20.947317,,human
01c2fd49f158fca1,71,SOLUTION DELIVERY,2025-07-08 00:32:20.947317,2025-07-08 00:33:22.482713,cartoes_credito_outros_produtos,ai
01c2fd49f158fca1,72,RESPONSE DOUBT,2025-07-08 00:33:22.482713,2025-07-08 00:44:13.244210,,human
01c2fd49f158fca1,73,PROACTIVE CLARIFICATION,2025-07-08 00:44:13.244210,2025-07-08 00:45:15.950363,cartoes_credito_outros_produtos,ai
01c2fd49f158fca1,74,INTENT EXPANSION,2025-07-08 00:45:15.950363,2025-07-08 00:53:10.618477,,human
01c2fd49f158fca1,75,PROACTIVE CLARIFICATION,2025-07-08 00:53:10.618477,2025-07-08 00:54:21.523664,cartoes_credito_outros_produtos,ai
01c2fd49f158fca1,76,USER CONFIRMATION,2025-07-08 00:54:21.523664,2025-07-08 01:05:25.561248,,human
01c2fd49f158fca1,77,END-DIALOGUE-SYSTEM,2025-07-08 01:05:25.561248,2025-07-08 01:05:25.561248,,syst
034765713832ed03,78,START-DIALOGUE-SYTEM,2025-07-24 16:36:21.439577,2025-07-24 16:36:21.439577,,syst
034765713832ed03,79,CHATBOT INITIAL GREETING,2025-07-24 16:36:21.439577,2025-07-24 16:36:22.439577,,ai
034765713832ed03,80,FINALIZATION WITH COMPLAINT,2025-07-24 16:36:22.439577,2025-07-24 16:39:51.554317,,human
034765713832ed03,81,PROACTIVE CLARIFICATION,2025-07-24 16:39:51.554317,2025-07-24 16:40:32.873648,cartoes_credito_outros_produtos,ai
034765713832ed03,82,FINALIZATION WITH COMPLAINT,2025-07-24 16:40:32.873648,2025-07-24 16:44:29.456054,,human
034765713832ed03,83,END-DIALOGUE-SYSTEM,2025-07-24 16:44:29.456054,2025-07-24 16:44:29.456054,,syst
055b78398e4ad8d8,84,START-DIALOGUE-SYTEM,2025-07-11 22:40:00.703410,2025-07-11 22:40:00.703410,,syst
055b78398e4ad8d8,85,CHATBOT INITIAL GREETING,2025-07-11 22:40:00.703410,2025-07-11 22:40:01.703410,,ai
055b78398e4ad8d8,86,CANCELLATION REQUEST,2025-07-11 22:40:01.703410,2025-07-11 22:43:57.691093,,human
055b78398e4ad8d8,87,SOLUTION DELIVERY,2025-07-11 22:43:57.691093,2025-07-11 22:44:39.431466,cartoes_credito_outros_produtos,ai
055b78398e4ad8d8,88,SOLUTION REJECTION,2025-07-11 22:44:39.431466,2025-07-11 22:47:48.466034,,human
055b78398e4ad8d8,89,SOLUTION DELIVERY,2025-07-11 22:47:48.466034,2025-07-11 22:48:40.482917,cartoes_credito_outros_produtos,ai
055b78398e4ad8d8,90,FINALIZATION WITH COMPLAINT,2025-07-11 22:48:40.482917,2025-07-11 22:51:57.733742,,human
055b78398e4ad8d8,91,END-DIALOGUE-SYSTEM,2025-07-11 22:51:57.733742,2025-07-11 22:51:57.733742,,syst
05acd6a864175b39,92,START-DIALOGUE-SYTEM,2025-07-17 15:47:45.826441,2025-07-17 15:47:45.826441,,syst
05acd6a864175b39,93,CHATBOT INITIAL GREETING,2025-07-17 15:47:45.826441,2025-07-17 15:47:46.826441,,ai
05acd6a864175b39,94,CANCELLATION REQUEST,2025-07-17 15:47:46.826441,2025-07-17 15:56:39.698051,,human
05acd6a864175b39,95,SOLUTION DELIVERY,2025-07-17 15:56:39.698051,2025-07-17 15:57:19.593336,cartoes_credito_outros_produtos,ai
05acd6a864175b39,96,SOLUTION REJECTION,2025-07-17 15:57:19.593336,2025-07-17 16:07:12.705168,,human
05acd6a864175b39,97,SOLUTION DELIVERY,2025-07-17 16:07:12.705168,2025-07-17 16:07:52.627164,cartoes_credito_outros_produtos,ai
05acd6a864175b39,98,ALTERNATIVE CHANNEL REQUEST,2025-07-17 16:07:52.627164,2025-07-17 16:16:48.174356,,human
05acd6a864175b39,99,END-DIALOGUE-SYSTEM,2025-07-17 16:16:48.174356,2025-07-17 16:16:48.174356,,syst
069c5b938c44c3ce,100,START-DIALOGUE-SYTEM,2025-06-26 13:42:49.570176,2025-06-26 13:42:49.570176,,syst
069c5b938c44c3ce,101,CHATBOT INITIAL GREETING,2025-06-26 13:42:49.570176,2025-06-26 13:42:50.570176,,ai
069c5b938c44c3ce,102,INTENT EXPANSION,2025-06-26 13:42:50.570176,2025-06-26 13:55:05.791445,,human
069c5b938c44c3ce,103,PROACTIVE CLARIFICATION,2025-06-26 13:55:05.791445,2025-06-26 13:55:54.487150,cartoes_credito_outros_produtos,ai
069c5b938c44c3ce,104,RESPONSE DOUBT,2025-06-26 13:55:54.487150,2025-06-26 14:10:21.316358,,human
069c5b938c44c3ce,105,PROCESS EXECUTION ERROR,2025-06-26 14:10:21.316358,2025-06-26 14:10:47.609191,cartoes_credito_outros_produtos,ai
069c5b938c44c3ce,106,STRESS DETECTION,2025-06-26 14:10:47.609191,2025-06-26 14:24:30.922437,,human
069c5b938c44c3ce,107,DATA RESPONSE,2025-06-26 14:24:30.922437,2025-06-26 14:25:40.160297,cartoes_credito_outros_produtos,ai
069c5b938c44c3ce,108,RESPONSE DOUBT,2025-06-26 14:25:40.160297,2025-06-26 14:42:58.407242,,human
069c5b938c44c3ce,109,PROCESS EXECUTION ERROR,2025-06-26 14:42:58.407242,2025-06-26 14:44:01.183184,cartoes_credito_outros_produtos,ai
069c5b938c44c3ce,110,FINALIZATION WITH COMPLAINT,2025-06-26 14:44:01.183184,2025-06-26 15:00:15.897991,,human
069c5b938c44c3ce,111,END-DIALOGUE-SYSTEM,2025-06-26 15:00:15.897991,2025-06-26 15:00:15.897991,,syst
06ed3e916a91feb9,112,START-DIALOGUE-SYTEM,2025-07-19 13:25:21.122654,2025-07-19 13:25:21.122654,,syst
06ed3e916a91feb9,113,CHATBOT INITIAL GREETING,2025-07-19 13:25:21.122654,2025-07-19 13:25:22.122654,,ai
06ed3e916a91feb9,114,INTENT EXPANSION,2025-07-19 13:25:22.122654,2025-07-19 13:27:21.811407,,human
06ed3e916a91feb9,115,SOLUTION DELIVERY,2025-07-19 13:27:21.811407,2025-07-19 13:28:16.276514,cartoes_credito_outros_produtos,ai
06ed3e916a91feb9,116,RESPONSE DOUBT,2025-07-19 13:28:16.276514,2025-07-19 13:30:17.246796,,human
06ed3e916a91feb9,117,SOLUTION DELIVERY,2025-07-19 13:30:17.246796,2025-07-19 13:31:12.577304,cartoes_credito_outros_produtos,ai
06ed3e916a91feb9,118,RESPONSE DOUBT,2025-07-19 13:31:12.577304,2025-07-19 13:33:15.810034,,human
06ed3e916a91feb9,119,END-DIALOGUE-SYSTEM,2025-07-19 13:33:15.810034,2025-07-19 13:33:15.810034,,syst
071636c5a4980dbc,120,START-DIALOGUE-SYTEM,2025-07-08 15:25:32.907529,2025-07-08 15:25:32.907529,,syst
071636c5a4980dbc,121,CHATBOT INITIAL GREETING,2025-07-08 15:25:32.907529,2025-07-08 15:25:33.907529,,ai
071636c5a4980dbc,122,STRESS DETECTION,2025-07-08 15:25:33.907529,2025-07-08 15:27:39.618656,,human
071636c5a4980dbc,123,PROACTIVE CLARIFICATION,2025-07-08 15:27:39.618656,2025-07-08 15:28:20.676157,cartoes_credito_outros_produtos,ai
071636c5a4980dbc,124,FINALIZATION WITH COMPLAINT,2025-07-08 15:28:20.676157,2025-07-08 15:30:41.613199,,human
071636c5a4980dbc,125,PROACTIVE CLARIFICATION,2025-07-08 15:30:41.613199,2025-07-08 15:31:13.603965,cartoes_credito_outros_produtos,ai
071636c5a4980dbc,126,FINALIZATION WITH COMPLAINT,2025-07-08 15:31:13.603965,2025-07-08 15:33:07.486052,,human
071636c5a4980dbc,127,END-DIALOGUE-SYSTEM,2025-07-08 15:33:07.486052,2025-07-08 15:33:07.486052,,syst
075582c75531e2f9,128,START-DIALOGUE-SYTEM,2025-07-21 18:30:10.958689,2025-07-21 18:30:10.958689,,syst
075582c75531e2f9,129,CHATBOT INITIAL GREETING,2025-07-21 18:30:10.958689,2025-07-21 18:30:11.958689,,ai
075582c75531e2f9,130,INTENT CLARIFICATION,2025-07-21 18:30:11.958689,2025-07-21 18:34:31.443750,,human
075582c75531e2f9,131,SOLUTION DELIVERY,2025-07-21 18:34:31.443750,2025-07-21 18:35:16.474555,cartoes_credito_outros_produtos,ai
075582c75531e2f9,132,SOLUTION REJECTION,2025-07-21 18:35:16.474555,2025-07-21 18:41:10.258368,,human
075582c75531e2f9,133,DATA RESPONSE,2025-07-21 18:41:10.258368,2025-07-21 18:41:44.706100,cartoes_credito_outros_produtos,ai
075582c75531e2f9,134,ADDITIONAL DETAIL REQUEST,2025-07-21 18:41:44.706100,2025-07-21 18:46:15.322488,,human
075582c75531e2f9,135,SOLUTION DELIVERY,2025-07-21 18:46:15.322488,2025-07-21 18:46:56.029426,cartoes_credito_outros_produtos,ai
075582c75531e2f9,136,SPONTANEOUS THANK,2025-07-21 18:46:56.029426,2025-07-21 18:50:41.409245,,human
075582c75531e2f9,137,END-DIALOGUE-SYSTEM,2025-07-21 18:50:41.409245,2025-07-21 18:50:41.409245,,syst
078610741cdc89db,138,START-DIALOGUE-SYTEM,2025-06-28 22:22:17.027010,2025-06-28 22:22:17.027010,,syst
078610741cdc89db,139,CHATBOT INITIAL GREETING,2025-06-28 22:22:17.027010,2025-06-28 22:22:18.027010,,ai
078610741cdc89db,140,INTENT EXPANSION,2025-06-28 22:22:18.027010,2025-06-28 22:23:54.601798,,human
078610741cdc89db,141,DATA RESPONSE,2025-06-28 22:23:54.601798,2025-06-28 22:24:38.324190,cartoes_credito_outros_produtos,ai
078610741cdc89db,142,ALTERNATIVE CHANNEL REQUEST,2025-06-28 22:24:38.324190,2025-06-28 22:26:00.288179,,human
078610741cdc89db,143,DATA RESPONSE,2025-06-28 22:26:00.288179,2025-06-28 22:26:28.103501,cartoes_credito_outros_produtos,ai
078610741cdc89db,144,FINALIZATION WITH COMPLAINT,2025-06-28 22:26:28.103501,2025-06-28 22:27:39.800395,,human
078610741cdc89db,145,DATA RESPONSE,2025-06-28 22:27:39.800395,2025-06-28 22:28:13.271735,cartoes_credito_outros_produtos,ai
078610741cdc89db,146,FINALIZATION WITH COMPLAINT,2025-06-28 22:28:13.271735,2025-06-28 22:29:13.119431,,human
078610741cdc89db,147,END-DIALOGUE-SYSTEM,2025-06-28 22:29:13.119431,2025-06-28 22:29:13.119431,,syst
08fa85fbd7e7708c,148,START-DIALOGUE-SYTEM,2025-07-18 18:32:07.013869,2025-07-18 18:32:07.013869,,syst
08fa85fbd7e7708c,149,CHATBOT INITIAL GREETING,2025-07-18 18:32:07.013869,2025-07-18 18:32:08.013869,,ai
08fa85fbd7e7708c,150,INTENT EXPANSION,2025-07-18 18:32:08.013869,2025-07-18 18:33:40.135567,,human
08fa85fbd7e7708c,151,DATA RESPONSE,2025-07-18 18:33:40.135567,2025-07-18 18:34:15.234366,cartoes_credito_outros_produtos,ai
08fa85fbd7e7708c,152,FINALIZATION WITH COMPLAINT,2025-07-18 18:34:15.234366,2025-07-18 18:35:48.814254,,human
08fa85fbd7e7708c,153,END-DIALOGUE-SYSTEM,2025-07-18 18:35:48.814254,2025-07-18 18:35:48.814254,,syst
096820f262dcc7b0,154,START-DIALOGUE-SYTEM,2025-07-02 16:48:07.531557,2025-07-02 16:48:07.531557,,syst
096820f262dcc7b0,155,CHATBOT INITIAL GREETING,2025-07-02 16:48:07.531557,2025-07-02 16:48:08.531557,,ai
096820f262dcc7b0,156,RESPONSE WITH DISSATISFACTION,2025-07-02 16:48:08.531557,2025-07-02 16:50:36.562168,,human
096820f262dcc7b0,157,PROACTIVE CLARIFICATION,2025-07-02 16:50:36.562168,2025-07-02 16:51:17.596228,cartoes_credito_outros_produtos,ai
096820f262dcc7b0,158,FINALIZATION WITH COMPLAINT,2025-07-02 16:51:17.596228,2025-07-02 16:53:19.672983,,human
096820f262dcc7b0,159,DATA RESPONSE,2025-07-02 16:53:19.672983,2025-07-02 16:53:54.896251,cartoes_credito_outros_produtos,ai
096820f262dcc7b0,160,SOLUTION REJECTION,2025-07-02 16:53:54.896251,2025-07-02 16:56:07.705622,,human
096820f262dcc7b0,161,SOLUTION DELIVERY,2025-07-02 16:56:07.705622,2025-07-02 16:56:56.066057,cartoes_credito_outros_produtos,ai
096820f262dcc7b0,162,FINALIZATION WITH COMPLAINT,2025-07-02 16:56:56.066057,2025-07-02 16:58:43.480172,,human
096820f262dcc7b0,163,END-DIALOGUE-SYSTEM,2025-07-02 16:58:43.480172,2025-07-02 16:58:43.480172,,syst
0a9772304c3f0bc4,164,START-DIALOGUE-SYTEM,2025-06-25 21:42:52.142363,2025-06-25 21:42:52.142363,,syst
0a9772304c3f0bc4,165,CHATBOT INITIAL GREETING,2025-06-25 21:42:52.142363,2025-06-25 21:42:53.142363,,ai
0a9772304c3f0bc4,166,STRESS DETECTION,2025-06-25 21:42:53.142363,2025-06-25 21:48:22.583883,,human
0a9772304c3f0bc4,167,PROACTIVE CLARIFICATION,2025-06-25 21:48:22.583883,2025-06-25 21:48:56.957764,cartoes_credito_outros_produtos,ai
0a9772304c3f0bc4,168,SOLUTION REJECTION,2025-06-25 21:48:56.957764,2025-06-25 21:57:01.780853,,human
0a9772304c3f0bc4,169,SOLUTION DELIVERY,2025-06-25 21:57:01.780853,2025-06-25 21:57:37.317813,cartoes_credito_outros_produtos,ai
0a9772304c3f0bc4,170,STRESS DETECTION,2025-06-25 21:57:37.317813,2025-06-25 22:03:54.943737,,human
0a9772304c3f0bc4,171,END-DIALOGUE-SYSTEM,2025-06-25 22:03:54.943737,2025-06-25 22:03:54.943737,,syst
0bebf24151a030e0,172,START-DIALOGUE-SYTEM,2025-07-08 17:35:08.558367,2025-07-08 17:35:08.558367,,syst
0bebf24151a030e0,173,CHATBOT INITIAL GREETING,2025-07-08 17:35:08.558367,2025-07-08 17:35:09.558367,,ai
0bebf24151a030e0,174,INTENT EXPANSION,2025-07-08 17:35:09.558367,2025-07-08 17:37:12.527719,,human
0bebf24151a030e0,175,SOLUTION DELIVERY,2025-07-08 17:37:12.527719,2025-07-08 17:38:03.124874,"cartoes_credito_outros_produtos, fidelidade_aereos",ai
0bebf24151a030e0,176,DIRECT HUMAN REQUEST,2025-07-08 17:38:03.124874,2025-07-08 17:40:22.288928,,human
0bebf24151a030e0,177,PROACTIVE CLARIFICATION,2025-07-08 17:40:22.288928,2025-07-08 17:40:53.591591,cartoes_credito_outros_produtos,ai
0bebf24151a030e0,178,ALTERNATIVE CHANNEL REQUEST,2025-07-08 17:40:53.591591,2025-07-08 17:42:40.153377,,human
0bebf24151a030e0,179,DATA RESPONSE,2025-07-08 17:42:40.153377,2025-07-08 17:43:25.666663,"cartoes_credito_outros_produtos, fidelidade_aereos, fidelidade_varejo",ai
0bebf24151a030e0,180,FINALIZATION WITH COMPLAINT,2025-07-08 17:43:25.666663,2025-07-08 17:45:14.055971,,human
0bebf24151a030e0,181,END-DIALOGUE-SYSTEM,2025-07-08 17:45:14.055971,2025-07-08 17:45:14.055971,,syst
0cc98abe995309e8,182,START-DIALOGUE-SYTEM,2025-07-25 17:09:19.167140,2025-07-25 17:09:19.167140,,syst
0cc98abe995309e8,183,CHATBOT INITIAL GREETING,2025-07-25 17:09:19.167140,2025-07-25 17:09:20.167140,,ai
0cc98abe995309e8,184,ALTERNATIVE CHANNEL REQUEST,2025-07-25 17:09:20.167140,2025-07-25 17:17:46.962159,,human
0cc98abe995309e8,185,DATA RESPONSE,2025-07-25 17:17:46.962159,2025-07-25 17:18:40.620372,cartoes_credito_outros_produtos,ai
0cc98abe995309e8,186,ALTERNATIVE CHANNEL REQUEST,2025-07-25 17:18:40.620372,2025-07-25 17:28:45.893131,,human
0cc98abe995309e8,187,END-DIALOGUE-SYSTEM,2025-07-25 17:28:45.893131,2025-07-25 17:28:45.893131,,syst
0d7050d51205af93,188,START-DIALOGUE-SYTEM,2025-07-10 14:18:08.742319,2025-07-10 14:18:08.742319,,syst
0d7050d51205af93,189,CHATBOT INITIAL GREETING,2025-07-10 14:18:08.742319,2025-07-10 14:18:09.742319,,ai
0d7050d51205af93,190,ALTERNATIVE CHANNEL REQUEST,2025-07-10 14:18:09.742319,2025-07-10 14:30:38.792746,,human
0d7050d51205af93,191,DATA RESPONSE,2025-07-10 14:30:38.792746,2025-07-10 14:31:23.757137,cartoes_credito_outros_produtos,ai
0d7050d51205af93,192,SOLUTION REJECTION,2025-07-10 14:31:23.757137,2025-07-10 14:42:42.817710,,human
0d7050d51205af93,193,DATA RESPONSE,2025-07-10 14:42:42.817710,2025-07-10 14:43:26.317866,cartoes_credito_outros_produtos,ai
0d7050d51205af93,194,FINALIZATION WITH COMPLAINT,2025-07-10 14:43:26.317866,2025-07-10 14:55:53.158955,,human
0d7050d51205af93,195,END-DIALOGUE-SYSTEM,2025-07-10 14:55:53.158955,2025-07-10 14:55:53.158955,,syst
0e5bb62a41857cc5,196,START-DIALOGUE-SYTEM,2025-07-16 11:43:20.757040,2025-07-16 11:43:20.757040,,syst
0e5bb62a41857cc5,197,CHATBOT INITIAL GREETING,2025-07-16 11:43:20.757040,2025-07-16 11:43:21.757040,,ai
0e5bb62a41857cc5,198,FINALIZATION WITH COMPLAINT,2025-07-16 11:43:21.757040,2025-07-16 11:48:00.755989,,human
0e5bb62a41857cc5,199,SOLUTION DELIVERY,2025-07-16 11:48:00.755989,2025-07-16 11:48:54.558106,cartoes_credito_outros_produtos,ai
0e5bb62a41857cc5,200,SOLUTION REJECTION,2025-07-16 11:48:54.558106,2025-07-16 11:53:19.423251,,human
0e5bb62a41857cc5,201,DATA RESPONSE,2025-07-16 11:53:19.423251,2025-07-16 11:53:58.482397,cartoes_credito_outros_produtos,ai
0e5bb62a41857cc5,202,SOLUTION REJECTION,2025-07-16 11:53:58.482397,2025-07-16 11:57:41.527826,,human
